SMILES,5-HT2A,5-HT1A,5-HT2C,5-HT3A,5-HT4,5-HT6,5-HT7
FC(F)(F)c1ccc(cc1)-c1ccc(s1)C1CC1NCC1(F)CCN(CC1)C(=O)OCC1CCNCC1,0.2405515950594252,0.2706633747399519,1.3844963402006527,1.4112532701388247,0.25043364089481324,2.363130529702974,0.4931607280973534
CNc1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ccc1C,0.3415663439753575,0.1606469689163235,0.9588725776172047,1.5524608346830628,0.3610290967883428,2.464076875308563,0.23823471199468008
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2sc3sccc3c2Cl)nc1,0.34240066805747765,0.2604118119198581,1.2075250491785219,0.9470362436234532,0.3529353745800806,0.7148019036083438,0.3942955063982847
CSc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.37156523254953416,0.18340383917337114,1.0135787285881839,2.6211260486575014,0.49510857679456544,2.3886241049373007,0.3774298101073773
FC1(CNC2CC2c2ccc(s2)C2CC2)CCN(CC1)C(=O)OCC1CCNCC1,0.3856959334688602,0.3481725582084892,1.2554301460506372,1.8960462602549328,0.3146537803962516,2.081473178863391,0.5561085806431043
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2cc3sccc3s2)nc1,0.3870612021701872,0.3360776770707142,2.267121522603773,1.7496154953399377,0.3589198962654916,1.9989310777250593,0.7272206500404524
FC1(CNC2CC2c2ccc(Br)s2)CCN(CC1)C(=O)OCC1CCNCC1,0.40149254111421495,0.25204833552325173,1.5682111756468673,2.670265663392124,0.4939382819534933,2.2441513085554186,0.48907502967485483
CSc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.42126404705480547,0.20850102203637236,1.3134183425197752,2.960783003563139,0.560698555940427,2.9215655183979505,0.5056702870663908
FCCOC(=O)C1C2CCC(CC1c1ccc(\C=C/I)cc1)N2,0.43742511162432457,3.7958958808153977,3.6486943531662654,12.600328022694745,0.23988022747415014,6.38412431227889,1.4600784274578624
FCCOC(=O)[C@@H]1[C@H]2CC[C@H](C[C@@H]1c1ccc(\C=C/I)cc1)N2,0.43742511162432457,3.7958958808153977,3.6486943531662654,12.600328022694745,0.23988022747415014,6.38412431227889,1.4600784274578624
Fc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.44491914852858294,0.12887045950486792,1.3156583561036255,4.353481285138184,0.7068564333565663,5.064617951239061,0.20625587855980454
CNc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.4456956896606414,0.1378766313418009,1.355417735334355,5.631874505272123,0.6879209810057103,5.63978883730022,0.24404652582492212
O=C(NC1CCc2cc(CCN3CCN(CC3)c3nsc4ccccc34)ccc12)C1CC1,0.47133227303459974,1.4038611631355562,4.038129577102398,7.499543164697652,0.817966101310516,6.5848227600193585,0.964525262947708
Fc1ccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)cc1,0.4854995002719716,0.19940693348086666,2.0482599126127514,5.019442231885715,0.7648821271010571,6.339495577884906,0.39770776964107113
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(Cl)c2)CC1,0.48977569097919726,0.17143891192753266,1.164984270720709,2.585402457217149,0.6645972457490963,3.565826461207629,0.30115927548723015
NC(=O)c1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.4962247060171611,0.10359728522650152,2.2134968860921846,9.172976644892508,0.9633001526118014,13.964729414061704,0.24810029066905112
Fc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(Cl)c(Cl)c2)c1,0.5033606168110238,0.1449427212055679,1.710435151219222,5.395109844472551,0.6690663390690116,6.132650303099248,0.27453101809572733
COc1cc(Cl)ccc1CC1(F)CCN(CC1)S(=O)(=O)c1c(C)nn(C)c1C,0.509076507818553,2.0800563031644232,7.341439896362723,12.994188018286543,1.5208194083350717,7.672748020532413,0.45453533469398566
Cc1nn(C)c(C)c1S(=O)(=O)N1CCC(F)(Cc2ccc(Cl)cc2F)CC1,0.5099445545402511,0.813157980486554,3.0024968282332667,5.013292128872976,0.801472573151608,3.2597469809521544,0.36659530687244324
CN(C)Cc1ccccc1Sc1ccc(\C=C\I)cc1N,0.5251945669803522,2.2157717770025105,2.489525189643509,5.135649419375835,0.4812244172908478,1.9018004250160112,0.8235410633450144
CN(C)c1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.5316760796763663,0.14137783496747564,1.3309424485105705,4.475019409337224,0.6820837966037742,5.34457677451071,0.2741346687504978
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(c2)C(F)(F)F)CC1,0.5427659739965999,0.13951750578732838,1.2533489881501942,3.7824257543792696,0.7994789246684465,5.491171045366543,0.26422172263637317
O=C(NC1CCc2ccc(CCN3CCN(CC3)c3nsc4ccccc34)cc12)C1CC1,0.5458966210619608,1.917073344206085,6.099446411760156,11.141068796977514,1.2066482187846117,9.255816790757772,1.216021310764046
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2cc3ccsc3s2)nc1,0.5560172676804062,0.3240302430043871,2.605933994659278,2.440652832464707,0.4667097233677563,3.911260542038431,0.7574114469156134
Fc1ccc(CCN2CCC3(CC2)CCc2ccccc2S3(=O)=O)c(F)c1,0.5603197676577172,24.060577786903863,33.55462775096558,117.71408679899233,2.10694944550923,36.672747854229975,2.7992509828155807
Cc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.5649113554659999,0.15463336947993228,1.2699495499543731,3.7174659088135473,0.7360276690860655,5.429986244561915,0.27971186218077254
Cn1ncc2c1CCCC(CCN1CCN(CC1)c1nsc3ccccc13)C2=O,0.5700570734343207,0.9175057913809623,4.1386371313747325,4.32330305740327,1.5096928702906776,3.2567906718982402,0.9539295603224524
NC(=O)c1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.5838780325254461,0.12251258987648189,1.9098062887605574,8.3837314215672,0.9499062895098793,11.018451792770751,0.30558726900336775
FC1(CNCCOc2cccc(Cl)c2)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.5977570100115116,0.19307024227877734,1.515252919152931,3.6518500307440043,0.7358291490220308,4.878017224848948,0.4036635420533288
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccccc2Cl)CC1,0.6056374044051201,0.18226892140209489,1.50451313802666,3.855890730180071,0.9023170053053605,4.847920151203421,0.3553721169390852
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1,0.6116120256878541,0.2933024788438019,1.8990923961660202,3.97030149939612,0.8777325768446712,5.599905360774747,0.598066951720737
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(\C=C/I)cc1)N2,0.6404119495295558,3.184390404767377,2.9962060672298754,10.743945871829608,0.42980531686884166,5.458336532114879,1.3515943457624797
COC(=O)C1C2CCC(CC1c1ccc(\C=C/I)cc1)N2,0.6404119495295558,3.184390404767377,2.9962060672298754,10.743945871829608,0.42980531686884166,5.458336532114879,1.3515943457624797
COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(\C=C\I)cc1)N2,0.6404119495295558,3.184390404767377,2.9962060672298754,10.743945871829608,0.42980531686884166,5.458336532114879,1.3515943457624797
FCCOC(=O)C1C2CCC(CC1c1cccc(\C=C\I)c1)N2,0.644441401780944,4.555642195059579,4.1241714946699535,10.459096642387474,0.6316352713069843,5.616243322246836,1.5820959423726524
FCCOC(=O)C1C2CCC(CC1c1cccc(\C=C/I)c1)N2,0.644441401780944,4.555642195059579,4.1241714946699535,10.459096642387474,0.6316352713069843,5.616243322246836,1.5820959423726524
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(n2)N2CCCC2)CC1,0.6452518128589853,0.18516737740459396,1.5174632265126005,2.746299593665842,0.6053045149451701,4.741996143246816,0.4484310730997856
CNc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.6504759063020888,0.13863345757875456,1.2511825416817848,5.786191712535664,0.881473508621688,5.395819242773747,0.29369949299386405
