SMILES,5-HT7,5-HT1A,5-HT2A,5-HT2C,5-HT3A,5-HT4,5-HT6
Fc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.20625587855980454,0.12887045950486792,0.44491914852858294,1.3156583561036255,4.353481285138184,0.7068564333565663,5.064617951239061
CNc1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ccc1C,0.23823471199468008,0.1606469689163235,0.3415663439753575,0.9588725776172047,1.5524608346830628,0.3610290967883428,2.464076875308563
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(n2)C(F)(F)F)CC1,0.2389739137959457,0.12812582951858967,0.7431537438635327,1.1298491866127802,4.0190825847574985,0.8905488698377706,5.840524305941365
CNc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.24404652582492212,0.1378766313418009,0.4456956896606414,1.355417735334355,5.631874505272123,0.6879209810057103,5.63978883730022
NC(=O)c1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.24810029066905112,0.10359728522650152,0.4962247060171611,2.2134968860921846,9.172976644892508,0.9633001526118014,13.964729414061704
Fc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.2623426128952406,0.13312283497595456,0.906380508104531,1.6884586336300886,7.225527405761546,1.06205402994349,8.124130041000843
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(c2)C(F)(F)F)CC1,0.26422172263637317,0.13951750578732838,0.5427659739965999,1.2533489881501942,3.7824257543792696,0.7994789246684465,5.491171045366543
CN(C)c1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.2741346687504978,0.14137783496747564,0.5316760796763663,1.3309424485105705,4.475019409337224,0.6820837966037742,5.34457677451071
Fc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(Cl)c(Cl)c2)c1,0.27453101809572733,0.1449427212055679,0.5033606168110238,1.710435151219222,5.395109844472551,0.6690663390690116,6.132650303099248
Cc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.27971186218077254,0.15463336947993228,0.5649113554659999,1.2699495499543731,3.7174659088135473,0.7360276690860655,5.429986244561915
COc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.29252724260152263,0.13658289122472192,0.7650825132949894,1.8162814130672948,8.421959171974104,1.0139215952497556,10.273138272321926
CNc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.29369949299386405,0.13863345757875456,0.6504759063020888,1.2511825416817848,5.786191712535664,0.881473508621688,5.395819242773747
COc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.2955197282339544,0.127802242576928,1.0808286598271917,1.7748349820436926,7.902863331456265,0.9429009763404145,8.584781211206739
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(Cl)c2)CC1,0.30115927548723015,0.17143891192753266,0.48977569097919726,1.164984270720709,2.585402457217149,0.6645972457490963,3.565826461207629
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccccc2)CC1,0.3031949320045449,0.15927519280588806,0.8831571874623406,2.184215010012891,7.436253095081567,1.4265667803330102,8.451078366625616
NC(=O)c1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.30558726900336775,0.12251258987648189,0.5838780325254461,1.9098062887605574,8.3837314215672,0.9499062895098793,11.018451792770751
CN(C)c1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.30812819784607604,0.12747593874622723,0.74148554438786,1.9688953038416734,9.435187146532895,0.8955877503413749,14.196440926005236
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccccc2F)CC1,0.3102810036121387,0.1562190277498088,0.9151128569723622,1.8556390504790983,7.239299878139094,1.4925752911958095,8.230070299957156
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(Cl)n2)CC1,0.3271815282433693,0.15697804938536464,0.8562783425975559,1.437070417483608,5.095868004347649,0.9763387348079662,5.621498781664178
CNc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.33176001725425625,0.15732138986798222,0.9662994078642873,1.8702495165529942,8.096794103404774,1.0560935823819018,6.383749314978287
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccccc2Cl)CC1,0.3553721169390852,0.18226892140209489,0.6056374044051201,1.50451313802666,3.855890730180071,0.9023170053053605,4.847920151203421
Cc1nn(C)c(C)c1S(=O)(=O)N1CCC(F)(Cc2ccc(Cl)cc2F)CC1,0.36659530687244324,0.813157980486554,0.5099445545402511,3.0024968282332667,5.013292128872976,0.801472573151608,3.2597469809521544
Fc1ccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.3750274549631734,0.1477989324184551,1.2270800900848842,2.0492367318627287,9.5469331615899,1.2902146934350218,10.767647356862614
CSc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.3774298101073773,0.18340383917337114,0.37156523254953416,1.0135787285881839,2.6211260486575014,0.49510857679456544,2.3886241049373007
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccc(Cl)cn2)CC1,0.38666691823215327,0.17965393386044923,1.0842228077781892,1.7438472434672714,6.261546967280945,1.0943800321876782,8.116393436479173
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2sc3sccc3c2Cl)nc1,0.3942955063982847,0.2604118119198581,0.34240066805747765,1.2075250491785219,0.9470362436234532,0.3529353745800806,0.7148019036083438
Fc1ccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)cc1,0.39770776964107113,0.19940693348086666,0.4854995002719716,2.0482599126127514,5.019442231885715,0.7648821271010571,6.339495577884906
FC1(CNCCOc2cccc(Cl)c2)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.4036635420533288,0.19307024227877734,0.5977570100115116,1.515252919152931,3.6518500307440043,0.7358291490220308,4.878017224848948
CCNc1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ccc1C,0.40717640756880513,0.30524212801101525,0.7778046476600967,2.165710816213356,3.523819869102566,0.7926872144859503,7.652562483005176
COc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(Cl)c(Cl)c2)c1,0.4217958586641109,0.15217182328315387,0.8579521351078813,2.457564171285889,9.000375883493493,0.9310830457523386,12.21776890012821
CN(C)c1cc(C)cc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.4255990343952395,0.2260162917817409,0.7408574370727545,2.592403547950949,5.237141837206693,1.1728537767499365,14.747246754722283
FC1(CNCCOc2ccccc2)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.4363102268936238,0.17716640645202972,0.9523346101838346,2.9436245188757306,8.892449326037301,1.308755274918853,9.733179347458748
CC(=O)Nc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.4370722522950326,0.14123819972072066,0.922657349133631,3.2664485025616448,14.171535132465737,1.2349833304534144,21.07562281153727
Cc1ccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.437685978410848,0.18737340075904962,1.4191064395643875,2.007651650698467,8.140667721447857,1.3826635308249973,12.00923485185926
CNc1cccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.44535791794554097,0.21399411881334046,1.011985891858719,4.385951815088508,12.72285840630436,1.6579208646997219,23.749727519151453
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc(n2)N2CCCC2)CC1,0.4484310730997856,0.18516737740459396,0.6452518128589853,1.5174632265126005,2.746299593665842,0.6053045149451701,4.741996143246816
COc1cc(Cl)ccc1CC1(F)CCN(CC1)S(=O)(=O)c1c(C)nn(C)c1C,0.45453533469398566,2.0800563031644232,0.509076507818553,7.341439896362723,12.994188018286543,1.5208194083350717,7.672748020532413
Fc1ccnc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.46618788349012,0.16259243677673932,2.01558643796078,2.7369863915724286,13.8380652058563,1.7096810126314472,17.4359135446254
COc1cccc(SCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.4717349977141008,0.1998520977269422,0.7246742455234113,2.290858138753149,6.762613130979196,0.9045395781106753,8.066892574564235
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cc(ccn2)C(F)(F)F)CC1,0.4885225841152287,0.17629254205143244,2.11670622178973,1.8368225516115442,8.997710599024632,1.9230220926960246,15.117802204642716
FC1(CNC2CC2c2ccc(Br)s2)CCN(CC1)C(=O)OCC1CCNCC1,0.48907502967485483,0.25204833552325173,0.40149254111421495,1.5682111756468673,2.670265663392124,0.4939382819534933,2.2441513085554186
FC(F)(F)c1ccc(cc1)-c1ccc(s1)C1CC1NCC1(F)CCN(CC1)C(=O)OCC1CCNCC1,0.4931607280973534,0.2706633747399519,0.2405515950594252,1.3844963402006527,1.4112532701388247,0.25043364089481324,2.363130529702974
FC(F)c1ccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.5000243450510741,0.22463374646641865,0.9943407287645444,5.310279562982356,11.353001441003974,1.7407422005008168,26.107488405517355
CSc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.5056702870663908,0.20850102203637236,0.42126404705480547,1.3134183425197752,2.960783003563139,0.560698555940427,2.9215655183979505
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCSc2ccccc2)CC1,0.5160422465067334,0.1989566442402582,0.844174616453584,2.190540950233027,5.1647484425677295,0.9982566829250804,6.193884468781844
COc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(F)c(Cl)c1,0.5239618226832774,0.15308744092983861,1.6163421079385631,2.427524074364079,14.11771139241857,2.1194202775110433,18.306303587466076
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2sccc2Br)nc1,0.5269222818892331,0.35777291861124777,1.1044573595625573,2.826463042263579,5.982422831060702,1.8564722851396698,6.3447302943485075
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCNc2ccccc2)CC1,0.555105076571993,0.2158094431344194,2.427066182296571,6.658799948202829,29.12352162628758,3.879977076618763,36.41135646246717
FC1(CNC2CC2c2ccc(s2)C2CC2)CCN(CC1)C(=O)OCC1CCNCC1,0.5561085806431043,0.3481725582084892,0.3856959334688602,1.2554301460506372,1.8960462602549328,0.3146537803962516,2.081473178863391
FCc1ccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.585013575209913,0.253467974464277,1.2406758482112743,5.802801592172359,16.55335457511087,2.242423796898483,32.20888550038482
CNc1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ncc1C,0.5932679169305062,0.2502883293507799,1.104273156650175,2.286851055213128,5.1038920213256995,1.088824036928099,7.121127769009226
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1,0.598066951720737,0.2933024788438019,0.6116120256878541,1.8990923961660202,3.97030149939612,0.8777325768446712,5.599905360774747
Cc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.6039246794673443,0.13282942537654557,2.3224693345746776,2.9962075064778286,17.021148477416904,1.6827075899373967,19.410328675411105
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCc2ccc(Cl)cn2)CC1,0.6292917545923434,0.26199744275844433,1.333484211226683,4.634095302732097,11.004989125108327,2.0770599573682245,25.231528731707158
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2sccc2Cl)nc1,0.636998518113762,0.3198216623175523,1.3649484956811773,4.123422716929558,8.300138204394914,1.8474125618317636,11.667395630482611
COc1ccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.6408053044089925,0.16263314436069257,1.7807315790388634,2.624473187602608,13.863381908683978,1.6476784199926522,16.7371523416774
CNc1cccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(Cl)c(Cl)c2)n1,0.6449790914719395,0.2246141395654787,1.276353274143717,5.573515519513576,13.327946794478905,1.6861389101023316,27.174916578639273
CC(=O)Nc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(Cl)c(Cl)c2)c1,0.6451091183338837,0.15728142900825667,1.047522924544036,4.855838307272282,14.609145357212212,1.1687314434404927,24.55293755861453
CCN(CC)c1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ccc1C,0.6510416386303027,0.513922103286235,0.9238785284102166,2.015436234179009,2.360009482828137,0.8075004920165572,4.2258623690578485
CC(=O)Nc1cccc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.6701642364352014,0.16794874062898082,1.926945900316222,3.33547474124727,16.626446763748387,1.7131488202278369,19.782708354610705
Fc1ccc(cc1Cl)C(=O)N1CCC(F)(CNCCOc2cccc3[nH]ccc23)CC1,0.7085612466116037,0.22314848890385877,1.2586555180494368,3.1303503867932454,9.212349999721551,1.3340189701568328,11.217442603514163
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.7099221283420414,0.28878202442732714,1.7673346383427178,5.678886157247865,15.412547795212635,3.0587689876850317,36.21647666785067
COc1ccnc(OCCNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)c1,0.7137968607240647,0.1645901955353112,3.344074610563359,3.8369191362819977,23.16564738246247,2.4819815398049916,31.008811347798922
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2cc3sccc3s2)nc1,0.7272206500404524,0.3360776770707142,0.3870612021701872,2.267121522603773,1.7496154953399377,0.3589198962654916,1.9989310777250593
CN(C)c1cccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.7432929786634189,0.2461039848092136,1.2911319812201132,7.6430287864484745,24.00627193519752,2.962211878597918,51.67899464780108
CCNc1cccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)n1,0.7478789624011344,0.2483195703681833,2.3196617583651746,8.786470524425084,26.23876592056763,3.2590240898464526,50.170895277582815
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2cc3ccsc3s2)nc1,0.7574114469156134,0.3240302430043871,0.5560172676804062,2.605933994659278,2.440652832464707,0.4667097233677563,3.911260542038431
Cc1ccsc1C(=O)N1CCC(F)(CNCc2ccc(C)cn2)CC1,0.7659732516829997,0.3892030140960667,2.386606531845705,6.510729126016238,16.22857172100942,3.983059608871791,24.828065341687022
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2cc(Br)cs2)nc1,0.7693532681869292,0.4215750688898091,1.6543590156514392,5.264646397517646,11.965436410674558,2.5081171160917695,24.265960541762013
Cc1ccc(CNCC2(F)CCN(CC2)C(=O)c2csc3ccccc23)nc1,0.7796157319225425,0.3582830391320957,0.7543254238187913,4.275269576614002,4.051644993500191,1.2244298200745283,9.03161272820697
OCc1ccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.7809134146668206,0.31205895374624026,1.6945221641374237,6.293435553324537,16.673296011136532,2.9446736841687313,38.01626148242297
CNc1nc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)ncc1Cl,0.7857918201729294,0.2690406939884712,1.2841931139240224,2.4500628938690356,5.997030806187299,1.2723530035333122,7.99154933335757
CCc1ccc(CNCC2(F)CCN(CC2)C(=O)c2ccc(F)c(Cl)c2)nc1,0.8080702652854439,0.3193006282670093,1.7524777295262706,6.251271392344959,15.921222749777625,2.9840465486746597,36.04691283081658
COc1ccccc1OCCNCC1(F)CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,0.8113346706806356,0.1740246059807374,1.8348421589132755,2.998032412023956,15.51757712643769,2.08196973480336,20.997300452382223
